index,Date,Location,Operator,AC Type,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Passenger to Crew Ratio,Survival Rate,Company,Primary Cause,Specific Reason,Incident Outcome,Operator Type,Aircraft Size,Severity Score
918,1946-12-25,"Near Wusong, Jiangsu, China",CNAC,Curtiss C-47,34.0,31.0,3.0,13.0,10.0,3.0,3.0,crashed after a failed landing attempt at kiangwan airport in rain fog and overcast. the plan overshot the runway and crashed into a residential area.,10.33,61.76,Curtiss,WEATHER,Poor Visibility (Fog),Crashed,Commercial,Small,14.88
919,1946-12-25,"Near Shanghai, China",CNAC,Douglas DC-3,30.0,27.0,3.0,20.0,17.0,3.0,0.0,"while attempting to land in rain and fog, the aircraft ran out of fuel, stalled and crashed at lunghwa field.",9.0,33.33,McDonnell Douglas,TECHNICAL,Fuel System Issue,Crashed,Commercial,Small,20.67
920,1946-12-25,"Shanghai, China",CATA,Douglas C-47,11.0,7.0,4.0,11.0,7.0,4.0,5.0,"in heavy fog, the aircraft struck the roof of a nearby building and cartwheeled into a neighborhood 1 mile from lunghwa airport killing some on the ground.",1.75,0.0,McDonnell Douglas,WEATHER,Poor Visibility (Fog),Strucked,Commercial,Small,14.5
921,1946-12-28,"Walshville, Illinois",Kansas City Southern Skyways,Douglas C-47A,2.0,0.0,2.0,2.0,0.0,2.0,0.0,the cargo plane crashed after both engines failed. fuel exhaustion.,0.0,0.0,McDonnell Douglas,TECHNICAL,Fuel System Issue,Crashed,Commercial,Small,3.0
922,1946-12-28,"Near Shannon, Ireland",Trans Continental and Western Air,Lockheed 049 Consellation,23.0,14.0,9.0,13.0,9.0,4.0,0.0,"crashed 1 mile from the airport on an island situated on the fergus river. inaccurate altimeter reading caused by the reversal of the primary and static source lines which resulted in the pilot making his approach at too low an altitude. also, restriction of vision from the cockpit because of fogging of an unheated windshield. the plane was named cairo skychief.",1.56,43.48,Lockheed Martin,Unknown,Unknown,Crashed,Commercial,Small,13.57
923,1946-12-28,"Michigan City, Indiana",American Airlines,Douglas DC-3 (C-50A-DO),21.0,18.0,3.0,2.0,0.0,2.0,0.0,crashed after loosing power in both engines due to fuel starvation. the accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. the reason for fuel starvation could not be determined.,6.0,90.48,McDonnell Douglas,TECHNICAL,Fuel System Issue,Crashed,Commercial,Small,2.1
924,1947-01-03,"Sao Paulo, Brazil",Panair do Brasil,Sikorsky S-43B (flying boat),14.0,11.0,3.0,11.0,8.0,3.0,0.0,"crashed into the solimoes river, an extension of the amazon river.",3.67,21.43,Sikorsky,Unknown,Unknown,Crashed,Commercial,Small,11.79
925,1947-01-05,"Tsingtao, China",China National Aviation Corporation,Curtis C-46,43.0,38.0,5.0,43.0,38.0,5.0,0.0,crashed into  a mountain while on approach in low overcast.,7.6,0.0,Other,Unknown,Unknown,Crashed,Commercial,Small,44.0
926,1947-01-05,"Carmel, New Jersey",Nationwide Air Transport,Douglas DC-3,23.0,20.0,3.0,3.0,2.0,1.0,0.0,"the aircraft diverted from washington to millville because of heavy traffic in the washington area.  near fuel exhaustion forced the crew to carry out an emergency landing. while maneuvering to find a suitable location during heavy snow, the aircraft struck trees and crashed. failure of the weather bureau  to anticipate below minimum conditions north and south of washington. failure of caa to transmit the flight plan to millville in sufficient time to alert that station to the arrival of the flight.",6.67,86.96,McDonnell Douglas,TECHNICAL,Fuel System Issue,Crashed,Cargo,Small,3.13
927,1947-01-11,"Near Lympne, England",British Overseas Airways,Douglas C-47A-1-DK,16.0,11.0,5.0,8.0,4.0,4.0,0.0,ran out of fuel and crashed after not being able to land at bordeaux or paris and attempting to land at lympne.  poor planning and operation by the crew. poor weather conditions encountered throughout the flight. crew unfamilar with route.,2.2,50.0,McDonnell Douglas,TECHNICAL,Fuel System Issue,Crashed,Commercial,Small,8.5
928,1947-01-11,"Off Laoag, China",Far Eastern Air Transport,Douglas DC-4 (C-54A-DO),42.0,37.0,5.0,7.0,7.0,0.0,0.0,the plane ditched into the pacific ocean 80 miles west of laoaq after a fire broke out in the no. 2 engine.,7.4,83.33,McDonnell Douglas,TECHNICAL,Engine Failure,Water Landing,Cargo,Small,7.17
929,1947-01-12,"Near Galax, Virginia",Eastern Air Lines,Douglas DC-3,19.0,16.0,3.0,18.0,15.0,3.0,0.0,"the aircraft flew into the ground at an altitude of 2,500 ft., 63 miles northwest of winston-salem. the pilot took an unapproved route and let down without having positively determined the position of the aircraft.  a contributing factor was the erroneous navigation of the pilot which on at least two occasions led him to believe that he was farther south than he actually was.",5.33,5.26,McDonnell Douglas,HUMAN_FACTOR,Navigation Error,Unknown,Commercial,Small,18.95
930,1947-01-14,"Near Puebla, Mexico",Military - Mexican Air Force,Lockheed C-60 Lodestar,21.0,17.0,4.0,21.0,17.0,4.0,0.0,crashed and burned moments after takeoff. failure of the right engine.,4.25,0.0,Lockheed Martin,TECHNICAL,Engine Failure,Crashed,Military,Small,22.0
931,1947-01-22,"Puesto Araujo, Colombia",AVIANCA,Douglas DC-3 ( C-47-DO),17.0,13.0,4.0,17.0,13.0,4.0,0.0,crashed in the jungles of the magdalena river valley. wreckage found a week later.,3.25,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,18.0
932,1947-01-25,"Croydon, Surrey, England",Spencer Airways / Ceskoslovenske Aerolinie,Douglas C-47 / Douglas DC-3,23.0,18.0,5.0,12.0,11.0,1.0,0.0,"just after becoming airborne, the plane never gained altitude, overran the runway and crashed into a ceskoslovenske dakota. twelve killed on the spencer airways none on the ceskoslovenske. loss of control by the captain of the spencer airways plane, who, when attempting to take-off a heavily loaded aircraft in poor visibility allowed it to become airborne in a semi-stalled condition.",3.6,47.83,McDonnell Douglas,OPERATIONAL,Runway Related,Crashed,Commercial,Small,12.52
933,1947-01-25,"Chongqing, China",China National Aviation Corporation,Douglas DC-3,19.0,16.0,3.0,19.0,16.0,3.0,0.0,crashed into mountains 120 miles south of chunking.,5.33,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,20.0
934,1947-01-25,Hong Kong,Philippine Air Lines,Douglas C-47A,4.0,0.0,4.0,4.0,0.0,4.0,0.0,the cargo plane struck mt. parker on approach.,0.0,0.0,McDonnell Douglas,OPERATIONAL,Cargo Related,Strucked,Commercial,Small,5.0
935,1947-01-26,"Copenhagen, Denmark",KLM Royal Dutch Airlines,Douglas C- C47A-30DK,22.0,18.0,4.0,22.0,18.0,4.0,0.0,"during takeoff from kobenhavn-kastrup airport, ,the aircraft rose to a height of 150 feet and then crashed to the ground in a fireball. failure to remove the elevator locking pins prior to takeoff. singer grace moore, 48, and swedish crown prince, gustav adolf, 41, among those killed.",4.5,0.0,McDonnell Douglas,OPERATIONAL,Takeoff Related,Crashed,Commercial,Small,23.0
936,1947-01-28,"Near Hankow, China",China National Aviation Corporation,Curtiss C-46,26.0,24.0,2.0,25.0,23.0,2.0,0.0,crashed while en route about 30 minutes after takeoff. a four-year-old boy survived. fire in the left wing leading to separation of the wing.,12.0,3.85,Curtiss,OPERATIONAL,Takeoff Related,Crashed,Commercial,Small,25.96
937,1947-02-01,"Near Lisbon, Portugal",Air France,Douglas DC-3C,20.0,15.0,5.0,19.0,14.0,5.0,0.0,crashed into cintra mountain while on approach in poor weather condtions.,3.0,5.0,McDonnell Douglas,WEATHER,Adverse Weather,Crashed,Commercial,Small,19.95
938,1947-02-05,"Harrington, Delaware",International Air Freight,Douglas DC-3,3.0,0.0,3.0,1.0,0.0,1.0,0.0,"the cargo plane diverted to harrington after a no. 2 engine rpm reduction. the plane approached downwind, overshot and struck some trees. fuel contamination.",0.0,66.67,McDonnell Douglas,TECHNICAL,Engine Failure,Strucked,Commercial,Small,1.33
939,1947-02-06,"Pedro Bernardo, Spain",Aerovias Cuba International,Douglas C-54B-15-DO,11.0,8.0,3.0,11.0,8.0,2.0,0.0,"crashed in gredos mountain range about 100 miles west of madrid while en route and in adverse weather conditions.  the plane was named ""ruta de colon.""",2.67,0.0,McDonnell Douglas,WEATHER,Adverse Weather,Crashed,Commercial,Small,12.0
940,1947-02-14,"Denver, Colorado",Slick Airways,Curtiss C-46E,2.0,0.0,2.0,2.0,0.0,2.0,0.0,cargo flight. the momentary loss of control or overcontrol by the pilot at a critically low altitude in the final stages of an ils approach. a contributing factor was the failure of the safety pilot to remain alert to the altitude of the aircraft.,0.0,0.0,Curtiss,OPERATIONAL,Cargo Related,Unknown,Commercial,Small,3.0
941,1947-02-15,"Near Bogota, Colombia",AVIANCA,Douglas DC-4,53.0,49.0,4.0,53.0,49.0,4.0,0.0,"the plane crashed into mt. el tabalazo at 10,500 feet in fog while en route. pilot error. conducting the flight below a safe altitude and off the designated airway.",12.25,0.0,McDonnell Douglas,WEATHER,Poor Visibility (Fog),Crashed,Commercial,Medium,54.0
942,1947-02-15,"Off Terracina, Italy",Military - Corrieri Aerei Militari,Savoia-Marchetti SM-95,16.0,10.0,6.0,16.0,10.0,6.0,0.0,disappeared and crashed into the ocean just off the coast of terracina in clear weather. on board were an egyptian princess and her court. the cause remains unknown although sabotage is a possibility.,1.67,0.0,Savoia-Marchetti,WEATHER,Adverse Weather,Crashed,Military,Small,17.0
943,1947-02-21,"Chungking, China",Military - Chinese Air Force,Douglas C-47,21.0,17.0,4.0,21.0,17.0,4.0,0.0,crashed while attempting to land. ran into heavy icing. one wing broke off.,4.25,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Military,Small,22.0
944,1947-02-26,"China Sea, Pacific Ocean",Military - Royal Air Force,Douglas C-47B,12.0,9.0,3.0,12.0,9.0,3.0,0.0,disappeared while en route. never found.,3.0,0.0,McDonnell Douglas,Unknown,Unknown,Disappearance,Military,Small,13.0
945,1947-03-05,"Near Georgia, USSR",Aeroflot,Doublas C-47,23.0,19.0,4.0,23.0,19.0,4.0,0.0,"crashed in the cacasus mountains,nizhnesvanetsky range, while en route. pilot error. pilot in command changed the route of flight",4.75,0.0,Other,HUMAN_FACTOR,Pilot Error,Crashed,Commercial,Small,24.0
946,1947-03-08,"L'isola di Ischia, Italy",Military - Royal Air Force,Douglas C-47B,13.0,10.0,3.0,13.0,10.0,3.0,0.0,"due to low visibility, the crew did not realize they were off course when the aircraft hit the slope of mt epomeo on ischia island.",3.33,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Military,Small,14.0
947,1947-03-08,"Cordillera, Colombia",VIARCO,Douglas C-47-DL,9.0,5.0,4.0,9.0,5.0,4.0,0.0,crashed in the cordillera mountain range shortly after taking off and climbing.,1.25,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,10.0
948,1947-03-14,"Mt. Moucherolles, France",Air France,Douglas DC-3 (C-47A-90-DL),23.0,18.0,5.0,23.0,18.0,5.0,0.0,"flew into 4,000 foot mt. moucherolles, 25 miles south of grenoble in poor weather. the crash started an avalanche which buried most of the wreckage. naviation error.",3.6,0.0,McDonnell Douglas,WEATHER,Adverse Weather,Crashed,Commercial,Small,24.0
949,1947-03-17,"Near Medellin, Colombia",TACA,Lockheed 18 Lodestar,8.0,5.0,3.0,8.0,5.0,3.0,0.0,crashed shortly after taking off. hit the slope of cerro del padre amaya located 12 km northwest of the airport.,1.67,0.0,Lockheed Martin,Unknown,Unknown,Crashed,Commercial,Small,9.0
950,1947-03-18,"Negombo, Sri Lanka",Military - Royal Air Force,Avro York C1,15.0,9.0,6.0,11.0,7.0,4.0,0.0,"failed engine on takeoff. could not maintain altitude, lost control, struck trees and crashed.",1.5,26.67,Avro,TECHNICAL,Engine Failure,Crashed,Military,Small,11.73
951,1947-04-08,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,Douglas C-47A,27.0,24.0,3.0,27.0,24.0,3.0,0.0,crashed 40 miles east of caracas while en route.,8.0,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,28.0
952,1947-04-13,"Off Dakar, Senegal",British South American Airways,Avro 685 York I,15.0,9.0,6.0,6.0,6.0,0.0,0.0,the plane crashed while making a third landing attempt. unwise decision to try a third landing attempt. no approach lights. no radio facilities.,1.5,60.0,Avro,OPERATIONAL,Landing Related,Crashed,Commercial,Small,6.4
953,1947-04-22,"Columbus, Georgia",Delta Air Lines,Douglas DC-3 (C-47DL) /Vultee BT-13,10.0,8.0,2.0,10.0,8.0,2.0,0.0,"a private plane landed on top of the dc-3 while it was taking off.  after rising to a height of 150 ft., the tail of the dc-3 was forced down and both planes crashed in flames. all 9 killed aboard the dc-3 and one aboard the private plane were killed.  the failure of the pilot in the bt-13 to fly a standard left hand pattern in his approach to the airport and to keep a diligent lookout for other traffic.",4.0,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,11.0
954,1947-04-28,"Near Vancouver, British Columbia, Canada",Trans Canada Air Lines,Lockheed 18 Loadstar,15.0,12.0,3.0,15.0,12.0,3.0,0.0,"the aircraft disappeared while en route from lethbridge, alberta to vancouver, british columbia. the last known position was over vancouver airport. the wreckage was discovered and identified in september 1994 in a remote area, 10 miles north of vancouver near mt. seymour.",4.0,0.0,Lockheed Martin,Unknown,Unknown,Disappearance,Commercial,Small,16.0
955,1947-05-04,"Near Nicoya, Guanacaste, Costa Rica",TACA,Lockheed 18 Loadstar,11.0,9.0,2.0,11.0,9.0,2.0,0.0,crashed 100 miles west of san jose. possible act of sabotage on one of the engines.,4.5,0.0,Lockheed Martin,EXTERNAL,Sabotage,Crashed,Commercial,Small,12.0
956,1947-05-11,"Delaware Bay, New Jersey",Trans Continental and Western Air,Lockheed L-049 Constellation,4.0,0.0,4.0,4.0,0.0,4.0,0.0,"went into a turn and lost control, spiraled into the ground. loss of control of the aircraft for reasons undetermined.",0.0,0.0,Lockheed Martin,OPERATIONAL,Ground Operations,Disappearance,Commercial,Small,5.0
957,1947-05-16,"Near Khabarovsk, Russia",Aeroflot,Douglas DC-47,22.0,17.0,5.0,22.0,17.0,5.0,0.0,"the plane was attempting to land in poor visibility, below weather minimumns the plane hit a broadcast radio mast, crashed and burned. crew error, atc error.",3.4,0.0,McDonnell Douglas,WEATHER,Adverse Weather,Crashed,Commercial,Small,23.0
958,1947-05-29,"La Guardia Airport, Queens, New York",United Air Lines,Douglas C-54B,48.0,44.0,4.0,43.0,41.0,2.0,0.0,"the aircraft overran the runway during an attempted takeoff, crashed and caught fire. either the failure of the pilot to release the gust lock before take-off or his decision to discontinue the take-off because of apprehension resulting from rapid use of a short runway under a possible calm wind condition.",11.0,10.42,McDonnell Douglas,OPERATIONAL,Runway Related,Crashed,Commercial,Small,43.9
959,1947-05-29,"Atsugi, Japan",Military - U.S. Army Air Forces,Douglas C-54D-DC (DC-4),40.0,33.0,7.0,40.0,33.0,7.0,0.0,"turned the wrong way while attempting to land and slammed into a mountain, bursting into flames.",4.71,0.0,McDonnell Douglas,Unknown,Unknown,Explosion,Military,Small,41.0
960,1947-05-29,"Hjedinsfjordur, Iceland",Flugefelag,Douglas DC-3,25.0,21.0,4.0,25.0,21.0,4.0,0.0,crashed on the north coast of iceland in poor weather. the aircraft hit the slope of mt hestfjall located on the west coast of héðinsfjörður bay.,5.25,0.0,McDonnell Douglas,WEATHER,Adverse Weather,Crashed,Commercial,Small,26.0
961,1947-05-30,"Port Deposit, Maryland",Eastern Air Lines,Douglas C-54B-15-DO,53.0,49.0,4.0,53.0,49.0,4.0,0.0,"while on approach to baltimore at 4,000 ft., the plane suddenly went into a nose dive, inverted and crashed.  possible problems with the elevator. the official cause was never determined.",12.25,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Medium,54.0
962,1947-06-04,"Near Gemenos, France",Air France,Junkers Ju-52,2.0,0.0,2.0,2.0,0.0,2.0,0.0,the cargo plane struck high ground while en route.,0.0,0.0,Junkers,OPERATIONAL,Ground Operations,Strucked,Commercial,Small,3.0
963,1947-06-11,"Near Natal, Brazil",Flota Aérea Mercante Argentina,Avro 691 Lancastrian,18.0,13.0,5.0,5.0,3.0,2.0,0.0,"veered off runway, struck a building while landing.",2.6,72.22,Avro,OPERATIONAL,Runway Related,Strucked,Commercial,Small,5.28
964,1947-06-13,"Leesburg, Virginia",Pennsylvania Central Airlines,Douglas DC-4 (C-54-DO),50.0,47.0,3.0,50.0,47.0,3.0,0.0,"the aircraft crashed into a ridge at lookout rock, 8 miles se of charles town, wv during a rainstorm. the action of the pilot in descending below the minimum en route altitude under conditions of weather which prevented adquate visual reference to the ground.  a contributing cause was the faulty clearance given by atc.",15.67,0.0,McDonnell Douglas,WEATHER,Adverse Weather,Crashed,Commercial,Small,51.0
965,1947-06-19,"Al Mayadin, Syria",Pan American World Airways,Lockheed 049-46-21 Constellation,36.0,27.0,9.0,14.0,7.0,7.0,0.0,"while on a flight originating in new york and making its inaugural westbound flight of round-the-world service, the aircraft's no. 1 engine failed half-way on a leg from karachi to istanbul. due to closed airports and inadequate repair facilities, the pilot chose to continue to its destination. several hours later, the remaining engines overheated and the no.2 engine caught fire causing the plane to crash. gene roddenberry (creator of star trek) was a deadheading pan am pilot aboard, who helped rescue many of the passengers.  the crash was blamed on pan am's failure to replace the no. 2 engine which had experienced several problems earlier.  a fire which resulted from an attempt to feather the no. 2 propeller after the failure of the no. 2 engine thrust bearing. the aircraft was named clipper eclipse.",3.0,61.11,Lockheed Martin,TECHNICAL,Engine Failure,Crashed,Commercial,Small,14.39
